epochs,learning_rate,optimizer,lstm_units,dropout_rate,R2,RMSE,MBE,NSE
100,0.001,adam,16,0.0,-0.10205081580738895,0.2033979433238349,0.1299826602946591,-327.1202420601904
100,0.001,adam,16,0.1,0.49584056188713255,0.1375718881418674,-0.05463490135914921,-216.19333926181142
100,0.001,adam,16,0.2,0.29206939683627986,0.16302007568894678,-0.044867835692809194,-179.77984051429164
100,0.001,adam,32,0.0,0.43939600690074143,0.1450687404833792,0.037714178995929874,-265.5454944593356
100,0.001,adam,32,0.1,0.5270693456274691,0.1332430236602186,-0.022514801805793745,-197.5969561803811
100,0.001,adam,32,0.2,0.44276798547603136,0.14463179525378986,-0.042311997355158185,-199.20006440463237
100,0.001,adam,64,0.0,0.5270611492874642,0.1332441782696559,0.029614913213008475,-230.66042370300767
100,0.001,adam,64,0.1,0.48610111030863534,0.1388943522379809,-0.024384023775680806,-189.02766517146867
100,0.001,adam,64,0.2,0.41155048419413076,0.1486279035388409,-0.0720621321234676,-230.22829141319954
100,0.001,rmsprop,16,0.0,0.0922966612379893,0.18459405641984972,0.11273174569891388,-326.21148301961796
100,0.001,rmsprop,16,0.1,0.39162227837928965,0.1511236373892625,0.0498470679179148,-176.87955431336783
100,0.001,rmsprop,16,0.2,0.06565772619049293,0.18728316768752593,0.1111660184385362,-197.25304438757777
100,0.001,rmsprop,32,0.0,0.28596817061379154,0.16372105437883971,0.08843448324664704,-291.99778744580425
100,0.001,rmsprop,32,0.1,0.5239321614690875,0.1336842267999912,-0.025432629526789048,-219.883523031887
100,0.001,rmsprop,32,0.2,0.4051455587066728,0.14943457791695494,-0.045971442623294674,-214.33415040220135
100,0.001,rmsprop,64,0.0,0.4753797620018102,0.1403357328979902,0.05197029375696451,-240.47386080434467
100,0.001,rmsprop,64,0.1,0.27149011253375577,0.16537256869062694,-0.09671170493742001,-253.06809813498907
100,0.001,rmsprop,64,0.2,0.4288405977310823,0.1464280949627685,-0.06738644664709387,-205.37576684892107
100,0.01,adam,16,0.0,0.4770079934236061,0.14011778798888988,0.03669387893873062,-265.4190496908122
100,0.01,adam,16,0.1,0.2562584845706706,0.16709242393493876,-0.09052805925632136,-238.49851434471108
100,0.01,adam,16,0.2,0.523311217181188,0.13377138182277193,0.0035816543333822403,-198.0000568520909
100,0.01,adam,32,0.0,0.260513224340699,0.1666137936240374,-0.07342792708235929,-290.8402866460662
100,0.01,adam,32,0.1,0.3712816891515984,0.15362921147880204,0.047144689574262,-254.21040182724414
100,0.01,adam,32,0.2,0.5640352156067802,0.1279297207832731,-0.005439567706123057,-210.07313633153635
100,0.01,adam,64,0.0,-106.40239298576357,2.007949221738268,-0.39272071170257367,-14075.584176659246
100,0.01,adam,64,0.1,0.4636580932457324,0.14189484332493243,-0.05559386282830498,-213.95503138192714
100,0.01,adam,64,0.2,0.5102590970420577,0.13559039809232842,-0.033664739824027436,-220.3173604705044
100,0.01,rmsprop,16,0.0,0.6113118845576971,0.12079428233339343,0.0032013164327966384,-208.27815062496285
100,0.01,rmsprop,16,0.1,0.4619562486261556,0.1421197853963887,-0.06767626518123851,-231.49277879626962
100,0.01,rmsprop,16,0.2,0.49691129692830804,0.13742572273864934,0.027814654037884485,-198.1417783269873
100,0.01,rmsprop,32,0.0,0.47865311188134196,0.13989723785158642,-0.05863478186728949,-200.47962539079415
100,0.01,rmsprop,32,0.1,0.24095414016835726,0.16880284226061282,-0.09721995418493566,-260.666550490485
100,0.01,rmsprop,32,0.2,0.453003607559343,0.14329729027402324,-0.06945638063552374,-212.5963569062813
100,0.01,rmsprop,64,0.0,0.5399939772718729,0.13140972483638713,0.017399252534992665,-194.9949684439481
100,0.01,rmsprop,64,0.1,0.5859138132102526,0.12467837082767787,-0.02631222454157312,-227.402231255651
100,0.01,rmsprop,64,0.2,0.4741644768861497,0.1404981830481333,-0.01402406607184316,-163.38660189663088
